,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes
65333,0,1,1,2,0,25,551,4,3,4,0
65334,1,0,0,1,0,57,259,3,3,3,0
65335,0,0,1,1,0,55,1444,3,3,1,1
65336,1,0,1,1,1,51,429,5,5,4,0
65337,1,0,1,1,1,60,2338,3,3,5,0
65338,1,0,1,0,1,23,1182,5,4,5,0
65339,1,0,0,2,0,66,391,1,1,2,0
65340,0,0,1,1,1,57,3510,4,4,1,6
65341,1,0,1,2,1,41,2422,4,5,4,22
65342,1,1,1,2,0,36,395,5,5,5,0
65343,1,0,1,1,1,45,2419,4,4,3,13
65344,0,0,0,2,0,35,1497,5,3,5,8
65345,1,0,1,1,1,57,1379,5,5,3,2
65346,1,0,1,1,1,42,3757,5,5,5,0
65347,0,0,0,2,0,46,853,4,5,5,167
65348,0,0,1,1,1,45,604,5,5,5,0
65349,0,0,1,1,1,51,2300,4,4,4,20
65350,1,0,1,1,1,54,3845,1,1,3,0
65351,1,0,1,2,1,28,352,4,1,4,0
65352,0,0,1,1,1,40,3136,3,5,5,162
65353,0,0,1,1,0,61,1626,3,3,2,0
65354,0,1,1,2,0,28,957,4,5,4,5
65355,1,0,0,2,0,33,451,3,1,3,10
65356,1,0,1,1,0,27,2297,3,3,4,200
65357,1,0,0,2,0,58,301,4,4,3,0
65358,0,0,0,2,0,62,189,4,1,4,16
65359,1,0,1,1,1,51,1517,4,4,4,0
65360,1,0,1,2,1,35,196,4,2,4,9
65361,1,1,1,1,1,29,414,1,4,1,0
65362,0,0,1,0,1,39,248,4,4,4,0
65363,1,0,1,1,1,48,813,4,4,5,0
65364,1,1,1,2,0,27,2465,1,2,3,10
65365,0,0,0,1,0,30,304,4,1,4,0
65366,1,0,1,1,1,58,1224,5,5,5,0
65367,0,1,1,2,0,50,190,5,3,5,18
65368,1,0,1,1,1,30,95,3,4,3,2
65369,0,0,1,1,1,48,2877,2,2,3,130
65370,0,0,0,2,0,11,836,4,1,4,27
65371,0,0,1,1,1,46,996,4,4,3,0
65372,1,0,1,1,1,65,3341,5,5,4,0
65373,0,1,1,1,0,25,950,3,4,3,26
65374,0,0,1,2,1,49,680,5,1,5,0
65375,0,0,1,1,1,54,453,5,5,4,0
65376,0,0,1,0,0,48,804,3,3,3,5
65377,1,0,1,1,1,48,1749,4,4,3,39
65378,1,0,1,2,0,38,189,3,3,3,0
65379,1,0,0,2,0,58,187,2,2,4,13
65380,1,0,1,2,0,40,986,3,2,3,0
65381,0,0,0,2,0,37,471,5,3,5,0
65382,0,1,1,1,0,19,140,5,4,5,0
65383,0,0,1,1,0,52,325,2,2,3,85
65384,0,0,0,2,0,22,296,3,4,3,0
65385,0,0,1,1,1,59,295,2,3,4,60
65386,1,0,0,2,0,56,453,4,5,4,0
65387,0,0,1,2,0,40,571,3,3,3,0
65388,0,0,1,1,1,31,3070,4,4,4,0
65389,0,0,1,1,1,42,3469,5,4,5,0
65390,0,0,1,2,0,46,594,3,4,3,0
65391,0,0,1,2,1,50,427,3,1,3,0
65392,0,0,0,2,0,25,377,5,4,5,0
65393,1,0,1,1,0,24,3663,2,4,2,0
65394,1,0,0,2,0,63,1190,3,3,4,32
65395,0,0,1,1,1,57,2165,4,4,3,2
65396,0,0,0,2,1,21,399,3,2,3,0
65397,0,1,1,1,1,46,967,3,4,3,0
65398,0,0,1,1,0,65,1771,2,2,2,0
65399,0,0,1,1,1,37,2598,4,4,4,6
65400,0,0,1,1,1,53,326,4,4,2,0
65401,1,1,1,1,0,38,1671,1,4,1,4
65402,0,0,0,2,0,37,296,3,4,3,0
65403,1,1,0,2,0,61,1303,4,4,4,89
65404,0,1,1,2,0,20,404,2,4,2,13
65405,0,0,1,1,1,26,456,4,4,4,0
65406,0,0,0,2,0,46,611,1,5,1,0
65407,1,0,0,2,0,8,712,4,5,4,0
65408,1,0,1,1,1,45,1549,5,5,4,0
65409,1,0,1,0,1,60,353,5,5,1,0
65410,0,0,1,1,1,42,372,5,5,5,0
65411,1,0,0,2,1,42,584,1,1,3,0
65412,1,0,1,1,1,43,3487,4,4,4,16
65413,1,0,1,1,0,23,1372,2,3,2,39
65414,1,0,1,1,1,58,337,5,5,5,0
65415,1,1,1,0,0,38,987,3,5,3,0
65416,0,0,1,1,1,54,2903,4,4,3,0
65417,1,1,1,2,0,36,859,4,3,4,25
65418,1,1,1,2,0,16,1744,4,4,4,0
65419,0,0,0,2,0,19,158,4,5,4,0
65420,0,1,1,2,0,31,957,4,4,4,15
65421,1,0,1,1,1,44,1072,5,5,3,37
65422,1,0,0,2,0,64,666,2,2,4,0
65423,1,0,1,1,1,55,3591,5,5,5,0
65424,1,0,0,2,0,21,551,2,3,2,0
65425,1,0,1,2,0,48,483,2,2,4,26
65426,0,0,0,2,0,36,842,3,4,3,93
65427,0,0,1,1,1,54,2107,5,5,5,0
65428,1,0,0,2,0,35,552,2,3,2,6
65429,1,0,1,1,1,51,2100,5,5,2,0
65430,0,1,1,1,0,44,682,3,5,3,24
65431,0,0,1,1,1,59,2809,4,4,4,0
65432,0,0,0,2,1,44,1023,2,3,2,0
65433,0,0,1,1,1,33,2882,4,4,4,0
65434,1,0,0,0,0,48,595,4,4,4,0
65435,1,1,1,2,0,29,357,3,4,3,0
65436,0,0,1,1,1,52,544,4,4,5,0
65437,0,0,0,2,0,18,493,3,5,3,0
65438,0,0,0,2,0,45,842,5,5,5,0
65439,1,0,1,1,1,50,109,4,5,5,0
65440,1,1,1,1,0,40,1773,2,3,2,0
65441,0,0,1,1,1,28,1620,5,5,5,60
65442,1,0,1,1,1,50,2955,5,5,5,0
65443,0,0,1,1,1,47,3716,2,2,3,68
65444,0,0,1,0,0,36,391,2,4,2,0
65445,0,0,0,2,0,31,321,3,1,3,0
65446,0,0,1,1,1,44,1814,5,5,3,25
65447,1,0,1,1,1,45,447,2,2,5,0
65448,0,0,0,2,0,58,113,1,2,1,0
65449,1,0,1,2,0,45,937,3,3,1,0
65450,1,0,1,1,1,53,1672,4,4,5,1
65451,1,0,1,1,1,40,3559,5,5,4,0
65452,1,0,0,2,0,56,2133,2,5,4,0
65453,1,0,1,1,1,41,2047,5,5,3,6
65454,1,0,1,1,1,43,273,4,4,3,21
65455,1,1,1,1,0,40,224,4,3,4,0
65456,0,0,1,2,1,34,153,1,2,1,0
65457,1,0,1,2,1,63,152,4,4,1,0
65458,1,0,1,1,1,40,1197,2,2,4,4
65459,1,0,0,2,0,32,200,5,4,5,0
65460,1,0,0,0,0,45,710,3,3,3,0
65461,0,0,1,1,1,26,1444,4,5,4,11
65462,1,0,1,1,1,43,377,4,4,5,2
65463,1,0,0,0,0,7,264,1,3,5,169
65464,0,0,0,0,0,23,2554,4,4,4,5
65465,1,0,1,1,1,59,3875,4,4,3,0
65466,1,0,1,1,1,49,3319,5,5,4,0
65467,1,0,0,2,0,64,113,5,5,2,0
65468,1,0,0,1,0,59,368,2,2,1,20
65469,0,0,0,1,0,31,73,4,4,4,0
65470,0,0,1,1,1,23,3205,5,5,5,0
65471,1,0,1,1,1,57,3504,4,4,5,6
65472,1,1,1,1,0,24,611,5,2,5,51
65473,1,0,1,1,1,49,2650,4,5,3,66
65474,0,0,1,0,1,25,533,5,3,5,3
65475,1,0,1,1,1,30,3926,5,5,5,0
65476,1,0,1,1,0,65,3822,3,3,1,0
65477,0,0,0,2,0,45,762,5,3,5,0
65478,0,0,1,1,1,40,2704,3,5,5,63
65479,1,0,1,2,1,48,230,4,4,5,12
65480,1,1,1,2,0,22,1558,5,3,5,18
65481,0,0,1,1,0,41,404,1,1,2,9
65482,1,0,1,0,1,43,1190,2,2,3,0
65483,0,1,1,2,1,23,544,3,5,3,0
65484,0,0,1,2,1,53,743,5,5,5,68
65485,0,0,0,2,0,20,1558,5,3,5,6
65486,1,0,1,2,0,23,834,3,2,3,0
65487,0,0,0,2,1,14,222,3,2,3,4
65488,0,0,1,1,1,52,1726,5,5,5,26
65489,1,0,1,1,1,58,164,5,4,4,0
65490,0,0,0,1,0,20,1312,2,5,2,0
65491,1,0,0,2,0,22,1562,1,5,1,0
65492,1,0,1,1,1,54,1092,2,2,3,27
65493,1,0,1,1,1,55,690,5,5,3,0
65494,1,0,0,2,0,7,1157,1,4,1,0
65495,1,0,0,2,0,45,1024,5,2,3,0
65496,0,0,0,1,0,29,708,3,3,3,15
65497,0,0,1,1,1,57,3263,5,5,4,1
65498,0,0,1,0,0,22,541,2,4,2,0
65499,1,0,1,1,1,45,718,5,5,3,6
65500,0,1,1,1,0,37,1044,2,4,2,0
65501,1,1,1,2,0,15,1310,2,4,2,0
65502,0,0,1,1,1,23,1205,3,4,3,0
65503,0,1,1,1,1,26,1205,4,4,2,452
65504,0,0,1,1,1,54,1718,4,4,5,0
65505,0,1,1,1,0,33,214,2,4,2,0
65506,1,1,1,2,0,18,192,5,5,5,0
65507,1,0,1,1,0,36,2133,2,2,4,17
65508,1,0,1,2,1,42,130,3,3,3,0
65509,0,1,1,2,0,47,954,5,4,5,0
65510,1,0,1,1,1,41,1514,5,5,5,0
65511,0,1,1,2,0,30,1121,1,2,1,5
65512,1,0,1,1,1,62,261,4,4,5,0
65513,0,0,1,2,0,51,234,2,1,2,0
65514,1,1,1,1,1,20,446,2,4,2,2
65515,1,0,1,1,1,37,1535,5,5,3,45
65516,0,0,1,2,0,65,725,2,3,2,8
65517,0,1,1,2,0,24,468,2,3,2,0
65518,1,0,1,0,0,54,526,2,2,3,0
65519,1,1,1,0,0,32,403,2,4,2,0
65520,0,1,1,1,1,38,618,2,4,2,7
65521,0,0,0,2,0,41,228,4,1,4,25
65522,1,1,1,2,0,38,337,4,4,4,0
65523,0,0,1,0,1,46,270,4,4,4,26
65524,0,0,0,2,1,51,1504,1,4,1,0
65525,0,0,0,2,0,67,1068,4,2,4,0
65526,1,0,1,1,1,31,2184,5,4,5,0
65527,0,0,1,2,0,65,357,4,4,4,0
65528,0,0,0,2,0,39,216,4,5,4,0
65529,1,0,0,2,0,40,731,2,5,2,0
65530,1,1,1,1,0,45,1075,5,3,5,0
65531,0,0,1,1,1,51,2416,5,5,3,67
65532,1,1,1,2,0,55,188,2,3,2,0
65533,1,0,0,2,1,23,250,4,4,4,0
65534,0,1,1,2,0,19,488,1,3,1,22
65535,1,0,1,1,1,61,2388,2,2,1,4
65536,0,0,1,1,1,27,1521,4,3,4,8
65537,0,0,1,1,1,37,2990,4,4,3,111
65538,0,0,1,1,1,31,2278,2,5,2,33
65539,1,0,1,1,1,60,2201,4,5,5,138
65540,1,0,0,2,0,18,190,3,5,3,0
65541,0,0,0,1,0,62,1250,2,2,4,0
65542,1,0,1,1,0,38,1522,1,1,3,3
65543,1,0,1,2,0,38,189,2,4,2,0
65544,0,1,1,2,0,61,337,2,4,2,0
65545,0,0,1,1,1,37,363,3,2,5,141
65546,0,0,1,0,0,47,672,5,3,5,0
65547,0,0,0,0,0,55,1105,3,3,3,0
65548,0,0,0,2,0,50,802,4,4,4,17
65549,1,0,0,2,0,27,1189,5,4,5,27
65550,1,0,1,1,0,10,588,1,4,1,52
65551,1,1,1,1,1,55,1605,4,5,4,0
65552,1,0,1,1,1,23,2966,5,5,5,0
65553,0,0,0,2,0,52,723,3,4,3,22
65554,0,1,1,2,0,23,507,4,4,4,0
65555,0,0,1,1,0,40,3231,1,1,3,12
65556,0,0,0,2,0,14,666,4,1,4,0
65557,1,1,1,1,1,26,728,2,5,2,0
65558,0,0,0,2,0,15,1452,5,1,5,0
65559,1,0,0,2,1,62,425,1,1,4,0
65560,1,0,1,1,1,38,3192,5,5,5,0
65561,0,0,0,2,0,51,2300,5,3,5,1
65562,1,1,1,0,0,20,1009,3,3,3,2
65563,1,0,0,2,0,27,188,3,4,3,0
65564,0,0,1,1,1,51,2776,4,4,3,0
65565,0,1,1,2,0,36,197,5,1,5,42
65566,1,0,1,1,1,34,425,5,5,5,0
65567,1,0,0,2,0,30,1709,4,1,4,24
65568,1,1,1,1,0,38,328,4,4,4,0
65569,1,0,1,1,1,25,2685,3,5,3,0
65570,1,0,1,1,1,42,414,4,4,4,11
65571,0,0,0,2,0,63,293,5,5,5,6
65572,0,0,1,1,0,34,1744,2,2,4,52
65573,1,1,1,2,0,37,153,4,3,4,0
65574,1,0,1,1,1,35,3855,5,4,5,11
65575,0,0,1,1,1,48,2963,5,5,3,0
65576,0,0,1,1,1,34,228,5,5,3,52
65577,0,0,1,1,1,42,3609,4,4,5,0
65578,1,0,1,1,1,54,1999,5,5,3,0
65579,0,1,1,1,0,48,192,5,4,5,0
65580,0,0,1,1,1,80,2689,5,5,4,0
65581,1,0,1,1,0,27,419,3,3,3,49
65582,0,0,0,2,0,69,1189,2,4,2,0
65583,0,0,1,1,1,57,147,4,4,4,0
65584,0,1,1,1,0,21,403,1,3,1,0
65585,1,1,1,1,0,49,304,4,5,4,0
65586,0,0,0,2,0,44,584,3,4,3,0
65587,1,1,1,0,0,18,86,1,4,1,0
65588,1,0,0,2,0,8,821,4,1,4,29
65589,0,0,0,0,0,14,2475,2,3,2,0
65590,1,1,1,1,0,29,682,2,5,2,0
65591,1,0,1,1,0,51,2640,3,4,3,0
65592,0,1,1,2,0,27,77,2,4,2,33
65593,0,0,1,1,1,25,3367,4,5,4,11
65594,1,0,1,1,1,40,3670,3,5,3,0
65595,1,0,1,1,1,48,1041,3,3,4,0
65596,0,0,0,0,0,65,980,4,5,4,15
65597,1,0,0,0,0,27,2105,4,5,4,0
65598,0,0,1,1,1,41,1514,4,4,4,31
65599,0,0,0,2,0,15,581,2,5,2,19
65600,1,0,1,1,1,22,2497,4,4,4,0
65601,0,1,1,2,0,24,332,2,3,2,4
65602,1,0,1,1,1,47,1389,4,4,3,0
65603,1,0,1,1,0,24,2746,3,3,3,0
65604,1,0,1,1,1,53,337,4,4,3,0
65605,0,0,1,1,1,51,1963,4,4,5,27
65606,1,0,1,1,1,48,453,3,3,5,0
65607,0,0,0,2,0,66,1482,1,4,1,0
65608,0,0,1,1,0,47,3174,3,3,4,6
65609,0,0,0,2,0,43,1814,2,5,2,0
65610,0,0,0,2,0,15,594,1,4,1,0
65611,1,0,1,1,1,29,1739,5,3,5,81
65612,1,0,1,1,1,41,1276,3,3,4,3
65613,0,1,1,2,0,37,328,4,1,4,11
65614,0,0,1,1,1,40,1892,4,4,3,6
65615,0,0,1,1,1,24,1576,4,5,4,0
65616,0,0,1,1,1,27,2556,4,5,4,312
65617,1,0,1,1,1,46,3116,4,4,4,0
65618,1,0,0,1,0,38,802,3,3,2,18
65619,0,0,1,1,1,53,223,1,1,5,0
65620,1,0,1,1,1,11,888,5,4,5,2
65621,1,0,0,0,0,70,306,4,4,3,1
65622,1,0,1,2,0,55,86,2,2,4,26
65623,1,0,1,1,1,57,3122,4,4,3,0
65624,1,0,0,2,0,44,204,4,4,5,0
65625,1,0,0,2,0,70,594,3,3,3,24
65626,0,0,0,0,0,67,834,3,5,3,298
65627,1,1,1,2,0,22,368,1,5,1,0
65628,0,0,0,2,0,49,748,5,3,5,0
65629,1,0,1,2,0,51,985,4,4,2,192
65630,0,1,1,1,0,34,372,4,4,4,0
65631,0,1,1,0,1,24,313,2,1,2,0
65632,1,0,0,2,0,21,404,2,5,2,0
65633,0,0,0,0,0,44,677,2,3,2,0
65634,1,0,0,2,0,47,302,3,3,1,0
65635,1,0,1,2,1,48,337,5,5,3,0
65636,1,0,0,2,0,23,255,5,2,5,25
65637,1,0,0,2,0,28,954,2,4,2,2
65638,1,0,1,1,1,43,3073,4,4,4,0
65639,0,0,1,2,0,53,600,4,3,4,0
65640,0,0,1,1,1,39,101,5,3,4,0
65641,0,0,1,1,1,54,3250,4,4,5,0
65642,1,0,0,2,0,63,183,2,2,2,1
65643,1,0,1,1,1,26,1568,5,5,5,29
65644,0,1,1,2,0,24,247,3,3,3,20
65645,0,1,1,1,0,42,761,2,5,2,0
65646,0,0,1,1,1,15,3925,4,4,4,0
65647,0,0,1,1,1,54,685,5,5,5,0
65648,0,1,1,2,0,23,1306,1,2,1,0
65649,0,0,1,1,1,39,733,4,4,4,91
65650,1,1,1,2,0,28,1310,3,4,3,15
65651,0,0,1,1,1,50,1797,4,4,3,0
65652,1,0,1,2,1,79,162,5,5,1,0
65653,0,1,1,1,1,39,1246,5,4,5,15
65654,0,0,1,1,1,54,331,4,4,3,0
65655,0,0,0,1,1,10,157,1,5,1,3
65656,0,0,1,1,1,38,1962,5,5,4,0
65657,0,0,1,1,1,61,1936,4,4,3,0
65658,1,0,1,1,0,9,2116,3,3,3,5
65659,0,0,1,1,0,42,89,3,2,3,0
65660,1,0,1,1,0,51,2945,3,3,4,27
65661,0,0,1,1,1,46,3835,4,4,4,30
65662,0,1,1,2,0,48,199,1,3,1,5
65663,0,0,1,1,0,56,2475,1,3,2,0
65664,1,0,0,2,0,33,373,2,3,2,57
65665,0,0,0,2,0,35,288,5,4,5,7
65666,1,0,1,1,1,45,2767,5,5,5,1
65667,1,0,0,2,1,10,748,5,4,5,0
65668,0,0,0,0,0,15,1342,4,3,4,39
65669,0,1,1,1,1,23,429,4,5,4,0
65670,1,0,1,1,1,40,1020,2,2,5,0
65671,1,0,0,2,0,54,882,2,2,1,0
65672,0,0,1,1,0,40,2654,4,4,3,33
65673,0,0,0,2,0,39,867,5,4,5,0
65674,0,0,1,1,0,73,3869,4,4,2,100
65675,1,0,1,1,1,52,3512,3,3,3,0
65676,0,1,1,2,0,16,404,4,3,4,0
65677,1,0,0,2,0,52,592,2,2,2,0
65678,0,0,1,1,1,53,2139,2,2,3,19
65679,1,0,1,2,1,48,1039,2,5,3,410
65680,1,0,0,0,0,58,551,4,4,3,0
65681,0,1,1,1,0,30,669,2,4,2,35
65682,0,0,0,2,0,47,945,5,3,5,0
65683,0,0,1,1,1,53,1616,5,5,5,0
65684,1,0,1,2,1,22,438,5,2,5,0
65685,0,0,0,2,0,69,129,5,5,5,2
65686,1,0,1,1,1,44,2400,3,4,4,0
65687,0,0,1,1,1,45,319,1,1,5,108
65688,0,0,0,2,0,59,1276,2,5,2,0
65689,0,0,1,1,1,37,3281,4,4,3,6
65690,0,0,1,1,1,57,2514,4,4,3,0
65691,0,0,0,2,0,23,944,5,4,5,86
65692,0,0,1,1,1,40,2019,4,4,3,0
65693,1,1,1,1,0,35,1590,1,5,1,0
65694,0,0,1,1,1,28,316,5,4,5,1
65695,0,0,0,2,0,61,453,1,3,1,0
65696,1,1,1,1,0,34,2475,3,5,3,5
65697,0,0,1,1,1,41,3092,4,4,4,0
65698,0,0,1,2,0,38,926,2,4,3,157
65699,0,0,1,0,0,22,725,3,3,3,0
65700,0,0,1,1,1,48,333,4,4,5,22
65701,1,0,1,1,1,45,319,4,4,5,33
65702,0,0,1,2,0,45,383,4,4,2,137
65703,0,1,1,1,0,54,1190,1,5,1,7
65704,1,0,0,0,0,67,546,2,2,3,29
65705,0,1,1,1,1,25,501,5,4,5,0
65706,1,0,1,2,0,55,680,1,1,4,0
65707,1,0,1,2,1,51,581,2,2,1,0
65708,0,1,1,1,1,24,1046,4,5,4,0
65709,0,0,1,1,1,32,1371,4,4,4,20
65710,1,0,0,2,0,61,297,4,4,5,0
65711,0,1,1,0,0,27,609,2,3,2,0
65712,0,1,1,2,0,52,546,5,3,5,3
65713,0,0,1,2,1,33,1034,2,3,2,21
65714,0,0,0,2,0,13,409,4,4,4,0
65715,1,0,1,1,1,57,3321,4,4,4,0
65716,1,0,1,1,1,44,280,5,5,3,5
65717,1,0,1,0,1,30,308,1,5,1,0
65718,0,0,1,2,0,58,712,3,3,3,5
65719,1,0,1,2,0,42,2486,2,2,4,43
65720,1,0,1,1,1,40,4243,5,5,4,27
65721,0,0,1,1,1,41,2505,5,5,5,1
65722,1,0,1,1,1,54,3646,5,5,4,48
65723,0,0,1,1,1,35,404,4,4,5,0
65724,0,1,1,1,0,39,480,1,5,1,30
65725,0,1,1,2,0,45,581,5,4,5,0
65726,1,1,1,2,0,50,484,2,4,2,0
65727,1,0,1,1,0,20,3618,3,3,3,0
65728,0,0,1,1,1,54,1543,5,5,4,17
65729,1,1,1,2,0,34,908,5,4,5,0
65730,1,0,1,1,0,42,481,1,1,4,26
65731,1,1,1,2,0,24,1703,3,4,3,1
65732,0,0,1,1,1,36,145,4,4,5,0
65733,1,1,1,1,0,25,255,2,5,2,0
65734,0,0,1,1,0,62,2531,2,1,1,0
65735,1,1,1,1,1,44,181,5,5,5,0
65736,0,0,0,0,0,23,448,3,3,3,0
65737,1,0,1,1,0,54,3095,3,3,4,0
65738,1,0,1,1,1,33,2521,4,4,4,0
65739,1,1,1,2,0,29,1911,1,4,1,104
65740,0,0,0,2,0,21,680,2,3,2,7
65741,1,0,0,2,0,65,425,4,4,3,0
65742,0,0,1,0,1,35,1235,5,5,5,4
65743,1,0,0,2,0,35,349,4,3,4,0
65744,0,1,1,1,0,8,1310,3,5,3,0
65745,0,0,1,1,1,38,1672,4,4,5,0
65746,0,0,1,1,0,29,1590,2,4,2,0
65747,0,0,1,2,1,57,838,4,4,4,0
65748,0,1,1,2,1,22,1118,2,5,2,31
65749,0,0,0,2,1,28,896,2,5,2,0
65750,0,0,1,1,1,46,3424,4,4,3,0
65751,0,0,0,2,0,9,2425,2,4,2,0
65752,0,0,0,2,0,34,591,4,3,4,0
65753,0,0,0,0,0,65,1346,2,4,2,0
65754,1,0,1,1,1,52,2165,5,5,3,0
65755,1,0,1,1,0,18,539,3,4,3,0
65756,1,0,1,1,1,48,2086,4,4,4,27
65757,0,0,1,1,1,39,1072,4,4,4,0
65758,0,0,1,2,0,29,1190,4,3,4,2
65759,0,0,1,1,1,40,1916,3,4,3,185
65760,0,0,1,1,1,54,3419,5,4,3,2
65761,1,0,1,1,1,32,1448,4,2,4,0
65762,1,1,1,1,0,26,607,5,5,5,4
65763,0,0,1,1,1,53,919,4,4,4,74
65764,1,1,1,2,0,30,259,5,2,5,0
65765,1,0,1,2,1,37,102,4,2,4,0
65766,1,0,0,2,0,16,1464,4,5,4,0
65767,0,0,1,1,1,48,1962,3,3,5,130
65768,0,0,0,2,0,62,304,2,4,2,0
65769,0,0,1,1,0,50,3836,3,3,2,0
65770,1,0,1,2,0,71,133,3,3,2,5
65771,1,0,1,1,1,43,3150,4,5,5,0
65772,1,0,1,1,0,25,344,3,3,3,4
65773,1,0,1,1,1,52,2216,4,5,3,0
65774,0,1,1,1,0,50,604,5,4,5,0
65775,1,0,1,1,0,12,3556,2,4,2,25
65776,0,0,1,1,0,49,3281,1,3,2,131
65777,0,0,1,1,1,38,1080,2,2,3,65
65778,1,0,0,2,0,10,1199,3,4,3,0
65779,1,0,0,2,0,50,204,4,1,4,15
65780,1,0,1,1,0,43,2673,1,1,3,53
65781,1,0,1,1,1,40,1136,4,4,3,65
65782,1,0,1,1,1,48,3440,4,4,4,193
65783,0,0,0,0,0,34,227,4,5,4,5
65784,1,0,1,1,1,54,1428,4,4,4,0
65785,1,0,1,1,0,25,3434,3,3,3,20
65786,1,0,1,1,1,40,946,5,5,3,0
65787,1,0,1,1,1,32,1687,3,4,3,0
65788,0,1,1,2,0,22,2475,1,4,1,37
65789,1,0,1,1,1,38,295,4,4,4,0
65790,0,0,1,1,1,45,2419,3,4,4,0
65791,0,0,0,2,0,16,1197,2,3,2,0
65792,1,0,1,1,1,49,2177,4,4,5,0
65793,0,1,1,1,0,38,578,4,4,4,0
65794,1,0,1,2,0,55,985,2,2,4,0
65795,1,0,0,2,0,13,531,3,4,3,0
65796,0,0,0,1,0,11,868,2,4,2,0
65797,1,0,1,1,1,44,2272,4,4,5,0
65798,0,0,1,1,0,40,2015,3,2,2,38
65799,1,1,1,0,0,26,272,5,4,5,5
65800,1,0,1,1,1,31,3676,5,5,5,0
65801,0,0,0,2,0,7,255,4,4,4,0
65802,0,1,1,2,0,32,679,4,3,4,82
65803,0,0,1,0,0,26,1464,3,4,3,5
65804,1,0,1,1,0,63,2645,3,3,4,4
65805,0,1,1,2,0,26,763,5,3,5,16
65806,1,1,1,1,0,27,1192,3,4,3,3
65807,0,0,1,1,1,34,1197,4,4,4,35
65808,0,0,0,2,0,48,678,4,3,4,0
65809,0,1,1,2,0,33,145,3,4,3,0
65810,0,0,1,1,1,45,3229,4,4,3,0
65811,1,0,0,2,0,9,459,2,4,2,0
65812,0,0,1,2,0,45,483,3,4,3,1
65813,1,0,0,2,0,9,237,3,4,3,0
65814,1,0,0,2,0,61,502,1,4,3,19
65815,0,0,1,1,1,53,2297,5,4,5,22
65816,0,0,1,1,1,44,441,4,4,5,23
65817,1,0,1,1,1,60,3321,4,4,5,9
65818,1,0,0,2,0,60,226,5,2,3,0
65819,0,0,1,1,1,33,1672,4,5,4,0
65820,1,0,1,1,1,42,598,4,4,3,0
65821,0,1,1,1,0,38,907,4,4,4,0
65822,0,0,1,1,1,50,2034,5,5,3,9
65823,0,0,1,1,1,41,2530,4,4,4,100
65824,0,0,1,1,1,34,649,4,4,4,0
65825,1,0,1,2,1,55,363,5,5,5,0
65826,0,1,1,1,0,48,305,3,3,5,180
65827,1,1,1,2,1,21,1089,3,4,3,0
65828,1,0,1,1,1,56,214,5,5,4,0
65829,1,1,0,2,1,25,528,4,3,4,0
65830,0,0,1,2,1,41,303,5,3,5,0
65831,0,0,1,0,0,62,612,2,3,2,174
65832,0,0,1,1,1,45,1670,4,4,3,0
65833,1,0,1,1,0,12,759,3,3,3,0
65834,0,0,1,2,1,30,399,3,1,3,0
65835,1,1,1,2,0,25,531,2,4,2,0
65836,0,0,0,2,0,22,1452,2,3,2,0
65837,0,0,1,1,1,23,2656,3,5,3,93
65838,1,0,1,1,0,69,376,2,2,3,4
65839,0,0,1,2,1,45,936,5,5,5,0
65840,0,1,1,2,0,27,622,4,1,4,28
65841,0,0,0,1,0,44,1048,2,2,2,0
65842,1,0,1,1,1,51,1084,4,4,3,0
65843,1,0,1,1,1,41,1203,5,5,4,0
65844,0,0,1,1,1,52,345,2,2,5,11
65845,0,0,0,2,0,9,200,4,5,4,9
65846,0,0,1,2,0,57,799,3,1,3,0
65847,1,0,0,2,1,12,402,2,4,2,0
65848,1,0,1,1,1,52,590,5,5,3,0
65849,0,0,1,1,1,38,1812,4,4,2,1
65850,1,0,1,1,1,46,109,3,3,2,0
65851,1,0,1,1,1,43,888,2,2,5,5
65852,0,0,0,2,0,60,302,3,1,3,0
65853,1,0,0,2,0,43,581,1,1,3,5
65854,1,0,0,2,0,11,828,3,5,3,0
65855,1,0,0,2,0,45,237,3,3,4,0
65856,1,0,1,1,1,36,2446,3,3,5,0
65857,0,1,1,1,0,37,446,1,4,1,0
65858,0,0,0,2,0,46,1204,4,4,4,53
65859,1,1,1,2,0,37,685,1,4,1,13
65860,1,0,1,2,0,26,2349,2,2,1,0
65861,1,0,0,2,0,65,1065,5,5,4,0
65862,0,0,0,2,0,59,539,2,3,2,0
65863,1,0,1,1,1,53,2787,4,4,1,0
65864,1,0,1,1,1,53,1182,4,4,5,56
65865,0,0,1,2,0,66,228,3,4,3,0
65866,0,0,0,2,0,54,1242,1,5,1,24
65867,0,0,0,2,0,59,240,3,5,3,0
65868,0,0,0,2,0,23,594,4,5,4,0
65869,1,0,0,2,0,63,391,1,1,3,31
65870,0,0,1,1,1,38,3227,4,4,5,0
65871,1,0,1,1,0,18,1753,1,3,1,32
65872,0,0,1,1,1,31,1879,4,4,4,109
65873,1,1,1,1,0,17,227,5,4,5,0
65874,1,1,1,2,0,29,1542,3,4,3,0
65875,0,1,1,1,1,30,1101,1,4,1,8
65876,1,0,0,2,0,63,722,2,2,2,0
65877,0,1,1,1,0,40,214,4,4,4,0
65878,0,0,1,1,1,36,174,5,5,3,19
65879,1,0,1,1,1,43,3843,5,5,5,0
